pupilid,wordscore,sentscore,letterscore,spellscore,additions_score,substractions_score,multiplications_score
7351022,0,12,0,0,0,0,0
7351023,0,0,9,0,0,0,0
7351024,20,0,38,8,6,4,0
7351025,0,12,20,0,8,6,3
7351027,0,4,0,0,2,0,0
7351028,0,0,0,0,4,3,2
7351029,4,7,0,0,3,0,0
7351030,0,0,11,0,3,0,0
7351031,2,0,6,0,4,0,0
7351033,0,0,5,0,2,1,0
7351034,0,0,0,0,2,0,1
7351035,22,11,33,8,8,5,2
7351036,0,0,29,0,5,4,0
7351039,4,6,2,0,5,5,1
7351041,6,8,17,1,5,5,0
7351042,8,0,15,0,3,5,3
7351043,0,2,0,0,0,0,0
7351046,0,0,18,1,5,1,0
7351049,4,0,0,0,2,1,0
7351051,8,0,0,0,4,4,0
7351052,12,12,22,0,7,5,3
7351053,8,16,55,6,5,5,2
7351054,0,2,5,0,3,0,0
7351058,12,3,42,6,5,6,0
7351059,0,0,33,0,5,4,3
7351060,2,14,19,0,4,5,2
7351061,2,0,24,1,5,3,2
7351062,0,0,6,0,9,6,4
7351063,22,10,45,5,5,3,3
7351066,6,2,17,2,3,6,3
7351067,22,7,36,8,7,6,2
7351068,16,9,64,7,5,3,2
7351069,8,0,3,1,3,1,0
7351072,6,8,13,0,5,5,3
7351073,20,14,28,5,7,6,0
7351075,22,28,43,7,6,4,0
7351076,24,31,54,10,8,4,3
7351077,22,25,49,9,9,6,5
7351079,10,2,55,5,7,6,0
7351086,8,0,35,0,5,5,3
7351087,0,30,47,8,7,6,3
7351088,24,2,40,9,5,5,2
7351092,6,24,46,9,7,4,2
7351093,24,38,67,9,7,5,2
7391001,6,0,26,5,4,2,0
7391002,6,0,0,0,0,1,0
7391003,0,0,28,0,2,1,0
7391004,0,0,35,0,4,3,3
7391005,0,0,59,0,6,6,2
7391006,0,6,36,0,4,4,2
7391008,4,3,23,0,1,1,0
7391009,0,0,0,0,0,0,0
7391010,8,0,38,1,5,4,1
7391011,24,3,50,9,5,6,2
7391012,0,0,30,2,2,2,0
7391014,0,7,0,0,0,0,0
7391015,8,5,47,5,6,3,3
7391016,8,6,24,0,6,5,2
7391017,24,21,54,8,8,6,3
7391018,8,4,58,4,3,2,0
7391023,20,11,70,6,4,5,1
7391025,0,4,30,1,7,4,2
7391026,4,10,62,6,5,3,2
7391028,0,0,16,0,7,6,1
7391029,0,4,0,0,1,1,0
7391030,4,10,53,7,3,4,0
7391031,0,0,10,0,0,0,0
7391033,0,2,19,0,5,5,1
7391036,22,30,42,8,7,6,5
7391037,20,28,64,7,7,5,2
7391038,22,10,55,8,7,5,6
7391039,18,6,54,7,6,0,2
7391040,18,20,65,10,6,5,2
7391041,0,0,34,0,1,4,1
7391042,0,6,0,1,4,3,1
7401006,1,5,0,0,1,0,0
7401013,0,0,16,0,5,3,1
7401016,0,5,0,0,2,1,0
7401017,0,0,29,0,2,4,2
7401018,0,2,37,0,8,3,1
7401019,0,0,0,0,0,0,0
7401024,2,0,43,1,3,3,0
7401028,4,3,53,5,5,5,0
7401030,0,0,12,0,1,0,0
7401033,0,3,0,1,1,3,0
7401035,0,0,0,0,1,3,1
7401041,2,0,37,0,1,2,1
7401042,6,4,40,0,4,4,2
7401049,0,5,0,0,1,0,0
7401050,0,0,13,0,5,6,3
7401051,14,8,42,7,7,5,3
7401053,0,4,56,0,3,1,0
7401055,0,0,69,0,5,4,0
7401056,6,0,64,0,8,4,1
7401058,3,3,55,3,4,4,0
7401059,8,0,64,1,3,3,0
7401064,5,2,39,0,3,6,3
7401069,2,8,56,0,4,5,0
7401070,0,0,0,0,3,2,0
7401072,0,0,65,0,8,4,2
7401076,14,5,9,2,4,5,3
7401077,18,5,52,6,0,5,2
7401080,4,0,63,5,6,4,2
7401084,4,0,58,6,3,5,1
7401087,0,0,54,0,5,3,0
7401088,22,24,63,6,8,5,3
7401091,0,19,69,8,8,5,2
7401093,18,0,60,3,7,5,3
7401094,0,1,9,0,4,2,2
7401095,4,0,70,2,7,6,1
7401096,2,0,48,0,7,3,3
7401097,0,0,70,2,5,4,2
7401098,22,11,62,7,4,4,2
7401099,0,3,61,2,5,5,2
7401101,20,22,70,9,7,5,3
7401102,6,0,59,3,6,4,3
7401105,0,0,45,1,6,6,3
7671001,22,11,60,8,8,6,2
7671002,24,34,70,9,7,5,0
7671003,5,0,31,3,5,1,1
7671006,0,7,23,0,1,2,0
7671008,0,1,21,0,3,2,0
7671009,4,0,14,0,5,5,0
7671013,6,6,10,3,3,4,1
7671014,0,7,8,0,1,0,0
7671015,24,16,46,7,8,5,3
7671018,6,2,41,2,5,6,0
7671019,0,3,13,0,4,4,0
7671020,0,0,8,0,5,4,2
7671023,0,1,22,0,8,3,0
7671024,0,0,49,0,7,4,1
7671025,12,0,34,4,4,5,2
7671026,1,0,11,0,0,0,0
7671028,22,15,55,8,5,5,3
7671030,4,2,0,0,5,1,2
7671031,18,12,41,5,6,5,0
7671032,20,9,54,6,6,5,2
7671035,0,0,21,0,0,0,0
7671036,0,0,13,0,3,5,0
7671037,0,1,15,0,5,4,0
7671038,0,4,15,0,0,0,0
7671040,24,9,15,7,7,3,3
7671041,8,0,41,0,6,5,3
7671044,20,12,45,8,6,3,1
7671045,24,28,60,7,8,5,3
7671046,2,6,42,8,5,5,2
7691001,0,0,27,0,3,5,1
7691002,0,8,0,0,2,1,1
7691003,20,22,62,9,8,6,6
7691004,8,0,19,2,4,1,1
7691006,0,0,0,0,1,3,0
7691007,2,0,0,0,0,0,0
7691008,10,8,36,1,8,5,1
7691011,8,0,69,2,7,5,3
7691012,2,0,6,0,2,0,0
7691014,0,0,21,0,4,1,2
7691016,22,3,65,5,8,6,3
7691017,6,0,14,0,7,4,0
7691018,14,0,46,7,6,5,3
7691019,0,0,13,0,2,1,0
7691020,0,0,0,0,0,0,0
7691021,1,0,0,0,0,0,0
7691022,0,1,7,0,3,1,0
7691024,0,5,35,4,0,0,0
7691028,9,2,13,1,6,4,2
7691029,4,0,15,0,4,3,0
7691030,6,12,8,0,3,2,0
7691033,22,22,40,8,7,6,3
7691034,0,0,0,0,0,0,0
7691035,18,7,46,8,1,1,0
7691036,0,6,9,0,1,0,0
7691038,24,9,70,10,6,4,3
7691039,14,0,38,5,7,5,2
7691040,8,0,12,0,0,1,0
7691041,0,0,0,0,3,1,0
7691042,6,0,0,0,1,0,0
7691045,0,8,15,0,0,1,0
7691046,22,14,67,8,7,4,2
7691047,0,0,16,0,0,0,0
7691048,5,5,21,0,1,0,0
7691049,12,0,11,0,5,4,0
7691050,0,1,0,0,3,1,0
7691051,12,0,31,5,2,0,0
7691052,0,7,0,1,5,5,2
7691054,8,2,29,1,2,1,0
7691055,6,0,41,3,8,5,0
7691058,10,6,0,0,3,1,0
7691059,0,0,0,0,0,0,0
7691060,4,0,5,1,3,3,2
7691061,16,4,41,7,7,6,2
7691062,0,0,0,0,3,3,0
7691063,22,4,37,10,5,4,2
7691064,10,4,34,2,4,5,0
7691065,10,2,38,0,5,5,0
7691067,10,0,11,0,5,5,2
7691068,16,0,18,2,3,4,3
7691073,0,4,17,0,0,0,0
7691074,2,0,0,0,0,0,0
7691076,24,8,54,9,7,4,3
7691585,2,0,17,3,3,3,0
7691588,4,0,15,1,3,0,0
7701002,6,0,0,0,4,4,2
7701003,4,2,0,0,4,3,0
7701005,0,3,0,0,1,0,0
7701006,0,0,0,0,3,3,0
7701008,4,7,5,1,3,1,0
7701010,4,6,9,0,5,5,2
7701011,0,4,30,4,4,2,0
7701012,0,7,25,0,1,3,0
7701013,0,2,7,0,0,0,0
7701015,0,0,0,0,0,0,0
7701016,0,1,0,0,0,0,0
7701017,0,0,6,0,0,0,0
7701019,2,0,6,0,2,1,0
7701020,10,11,64,10,6,5,3
7701021,4,0,0,0,0,0,0
7701023,0,0,12,0,4,4,0
7701024,2,0,16,0,5,5,0
7701026,0,8,3,0,3,3,0
7701027,2,0,13,0,0,2,0
7701031,0,3,0,0,1,0,0
7701035,0,0,0,0,1,0,0
7701036,0,0,0,0,6,5,2
7701037,4,1,18,2,4,5,2
7701038,2,0,12,0,3,3,0
7701039,24,17,44,7,7,5,2
7701040,0,5,0,0,1,0,0
7701041,0,0,17,0,4,3,0
7701042,22,34,54,9,8,6,0
7701044,0,0,15,0,3,2,0
7701045,0,2,19,3,3,3,0
7701046,0,4,0,0,4,3,0
7701047,0,0,0,0,4,4,1
7701048,1,3,0,0,3,1,0
7701049,0,3,9,0,0,0,0
7701050,0,0,0,0,2,2,0
7701051,0,1,0,0,0,0,0
7701052,4,5,11,0,0,0,0
7701056,2,1,0,0,0,0,0
7701057,2,0,0,0,5,6,3
7711001,4,2,35,2,8,6,3
7711002,24,4,47,7,3,2,0
7711003,0,8,24,0,5,4,1
7711004,4,4,32,0,3,4,1
7711005,0,0,0,0,0,4,0
7711006,0,2,6,1,3,2,0
7711007,14,0,34,5,5,1,0
7711008,0,0,24,5,5,3,0
7711009,8,0,13,0,4,4,0
7711010,4,0,18,0,4,5,0
7711012,4,2,23,4,2,3,0
7711013,10,0,28,2,8,4,2
7711014,0,0,33,4,4,6,3
7711015,0,0,12,3,3,3,0
7711017,0,0,4,1,4,1,0
7711020,0,0,0,0,0,0,0
7711021,8,0,36,5,4,6,0
7711023,8,14,39,10,5,5,0
7711024,0,6,22,0,4,5,0
7711025,8,0,17,2,4,3,2
7711028,8,0,7,0,4,4,0
7711029,18,0,67,4,4,6,3
7711031,0,1,31,4,5,5,3
7711032,22,32,70,8,5,5,0
7711033,0,0,20,2,2,0,0
7711034,16,19,41,8,7,6,3
7711035,20,32,24,9,4,2,3
7711036,20,0,30,3,5,3,0
7711037,0,14,19,1,3,1,0
7711038,0,0,0,0,3,5,2
7711039,14,0,40,4,4,6,3
7711040,14,20,70,4,3,5,1
7711042,12,30,28,9,4,6,1
7711046,12,0,29,6,5,6,2
7711047,14,4,51,4,4,6,0
7711048,12,0,18,1,6,3,0
7711049,6,0,21,0,3,2,1
7711050,8,0,22,0,4,5,0
7711052,0,0,0,0,0,2,0
7711054,2,6,2,0,3,0,0
7711056,10,0,48,5,4,5,0
7711057,14,30,48,9,5,6,0
7711059,0,0,2,0,2,2,1
7711060,14,0,17,4,5,4,3
7711063,10,4,17,1,8,5,0
7711064,0,1,0,0,0,0,0
7711065,24,32,66,9,7,6,0
7711067,1,12,0,0,0,0,0
7711068,0,0,0,0,1,1,0
7711069,10,0,0,0,3,3,0
7711070,2,9,11,2,4,5,1
7711072,24,3,23,8,4,5,1
7711501,0,0,0,0,2,1,0
7711506,8,0,0,0,1,0,0
7711510,2,2,0,0,1,1,0
7771002,2,0,0,0,4,1,0
7771005,0,4,6,0,5,3,0
7771006,0,0,12,1,7,4,1
7771009,0,0,0,0,1,3,0
7771011,2,3,0,0,0,0,0
7771012,6,1,21,2,5,4,1
7771013,18,13,26,8,4,5,1
7771014,12,3,37,5,6,4,0
7771015,24,5,46,6,5,4,2
7771016,0,0,18,0,4,2,0
7771017,22,22,25,7,2,3,1
7771018,22,3,48,9,8,6,3
7771019,13,4,34,4,6,5,2
7771022,4,2,11,1,4,3,0
7771030,2,2,0,0,5,5,0
7771035,16,7,21,0,5,6,0
7771038,0,3,5,0,3,5,0
7771042,10,6,27,5,5,6,1
7771049,8,0,8,3,3,3,0
7771054,2,2,18,2,8,5,3
7771057,6,2,18,0,5,3,0
7771060,0,7,6,0,2,1,0
7771063,0,3,9,0,4,5,1
7771064,0,0,6,1,3,3,0
7771067,0,0,0,0,0,1,0
7771072,24,8,70,8,8,5,0
7771074,0,5,4,0,0,0,0
7771081,2,2,19,0,7,6,0
7771082,6,0,13,0,7,4,2
7771087,10,14,26,5,5,6,3
7771089,2,0,11,0,6,5,0
7771094,0,1,5,1,4,5,0
7771523,0,0,17,0,2,3,0
7781002,0,0,0,0,0,0,0
7781004,0,2,6,1,1,0,0
7781008,0,0,11,1,2,0,0
7781013,0,4,38,0,0,0,0
7781014,0,0,4,0,0,0,0
7781016,8,0,13,0,3,3,0
7781020,0,6,16,0,2,3,0
7781022,8,2,33,5,2,2,0
7781026,10,8,25,6,4,5,0
7781028,10,1,10,0,6,3,3
7781030,0,8,11,1,2,1,0
7781032,0,0,0,0,0,0,0
7781036,0,5,0,0,0,1,1
7781038,21,8,55,9,6,3,3
7781039,0,0,32,2,3,2,0
7781042,2,10,11,0,2,5,0
7781044,0,9,12,1,2,1,0
7781046,0,10,15,0,6,5,0
7781048,18,0,42,9,4,5,0
7781051,0,0,6,0,1,1,0
7781052,3,0,17,5,6,3,3
7781054,8,8,15,4,6,5,1
7781056,22,4,19,7,3,0,0
7781058,24,20,64,9,6,2,0
7781059,0,9,29,1,2,4,0
7781062,18,3,30,7,5,5,0
7781064,2,3,0,3,4,5,0
7781066,0,7,11,0,3,2,0
7781068,20,26,55,8,7,6,3
7781070,0,0,0,0,3,1,0
7781072,2,0,0,1,5,5,0
7781076,10,6,0,1,5,6,1
7781078,6,0,20,2,5,5,3
7781080,18,4,53,10,6,3,3
7781082,8,0,16,0,3,1,0
7781092,0,0,8,0,5,2,0
7781094,22,6,54,9,5,5,0
7781096,8,2,9,2,5,4,0
7781098,8,6,30,8,7,6,1
7781100,12,4,31,3,6,4,0
7781104,18,22,58,7,6,6,3
7781106,0,8,15,2,5,6,3
7781109,12,1,56,9,6,6,1
7781110,2,0,33,2,3,1,0
7781112,14,7,41,6,7,5,0
7781114,18,9,22,5,4,6,1
7781116,2,0,38,1,7,5,0
7781118,20,9,41,6,7,5,0
7781124,20,23,57,8,7,6,3
7781126,22,34,70,8,8,5,3
7861001,0,1,0,0,1,2,0
7861002,14,8,47,4,0,1,0
7861003,0,0,0,0,0,0,0
7861004,24,32,51,9,1,5,3
7861005,16,0,22,7,5,4,1
7861006,20,33,68,6,8,6,3
7861007,0,0,13,0,0,1,0
7861008,0,1,22,2,0,0,0
7861009,18,4,35,8,5,5,2
7861010,24,11,58,10,8,6,3
7861011,0,0,0,2,4,1,0
7861012,0,0,17,4,4,1,0
7861013,0,9,0,0,0,0,0
7861014,20,38,57,10,8,6,3
7861015,6,0,27,0,3,5,0
7861016,0,1,0,0,0,0,0
7861018,12,2,14,0,3,0,0
7861019,22,26,51,8,7,5,1
7861020,0,10,19,0,3,1,0
7861021,4,3,25,4,3,2,0
7861022,24,16,70,9,2,2,0
7861023,0,0,17,2,0,0,0
7861024,2,0,20,0,1,0,0
7861025,0,2,10,0,1,0,0
7861026,20,24,18,7,3,0,0
7861027,0,2,10,0,9,5,0
7861028,24,9,23,8,5,6,3
7861030,12,1,14,4,5,5,0
7861031,0,0,16,0,2,1,0
7861033,22,10,43,9,4,3,2
7861034,0,0,15,0,0,0,0
7861035,0,0,19,0,0,0,0
7861036,0,1,0,1,1,0,0
7861037,4,0,8,0,1,0,0
7861038,4,4,21,0,2,3,0
7861039,22,5,53,9,6,4,3
7861040,0,0,10,0,3,1,0
7861041,22,38,56,10,8,6,3
7861042,10,3,37,3,3,3,0
7861043,16,6,33,7,4,5,0
7861045,18,10,44,0,9,6,3
7861046,2,0,19,0,4,1,0
7861048,24,7,49,6,4,5,3
7861051,24,16,53,10,7,2,2
7861052,24,26,58,10,5,5,3
7861053,8,1,0,0,1,1,0
7861056,2,8,52,2,3,3,0
7861057,0,1,13,0,0,2,0
7861059,12,0,34,6,3,3,0
7861061,2,0,35,0,5,4,1
7861062,4,0,15,0,3,0,0
7891002,0,2,0,0,0,0,0
7891005,7,0,0,0,2,2,0
7891006,7,0,0,0,2,0,0
7891007,0,3,0,0,2,2,0
7891008,0,7,10,0,4,3,0
7891009,0,2,43,3,3,3,0
7891010,8,0,19,2,4,3,0
7891011,0,0,0,0,3,1,0
7891012,0,1,0,0,1,0,0
7891014,0,11,0,0,0,0,0
7891017,2,5,7,0,1,1,0
7891018,2,4,7,0,4,1,0
7891019,0,0,22,0,5,3,0
7891020,8,0,0,0,2,0,0
7891021,0,7,26,0,3,0,0
7891022,0,0,0,0,0,0,0
7891023,8,0,10,0,3,0,0
7891024,0,0,9,0,3,3,0
7891025,2,5,0,0,4,5,3
7891027,0,7,0,0,2,0,0
7891031,2,0,27,0,4,4,2
7891032,0,0,12,0,4,5,3
7891033,4,0,0,0,2,2,0
7891034,4,0,35,0,2,0,0
7891035,0,0,32,0,0,0,0
7891036,22,0,32,6,4,3,0
7891037,0,7,19,0,3,2,0
7891038,0,0,6,0,2,2,0
7891039,18,5,15,9,4,3,1
7891040,0,2,0,0,5,5,3
7891042,8,0,45,0,3,5,3
7891044,0,0,31,0,0,0,0
7891045,2,0,16,0,5,4,0
7891046,0,0,21,1,3,1,1
7891047,0,7,20,0,7,2,0
7891048,0,0,0,0,1,0,0
7891049,0,3,16,0,3,5,2
7891050,0,0,22,0,2,0,0
7891052,6,5,13,0,3,6,0
7891053,0,0,17,0,4,4,2
7891055,20,0,32,6,6,5,1
7891060,24,1,50,8,5,6,3
7891063,0,12,8,0,5,4,1
7891065,4,7,17,3,5,5,2
7891066,18,9,11,0,5,5,0
7891068,24,13,42,9,5,6,2
7891069,18,9,32,6,5,6,3
7891070,18,9,68,8,9,6,3
7901001,10,0,0,0,2,0,0
7901002,0,0,0,0,0,1,0
7901004,10,6,4,0,2,3,0
7901006,12,8,7,0,3,2,0
7901007,2,2,0,0,0,0,0
7901008,0,0,0,0,4,5,1
7901010,2,0,0,0,2,0,0
7901011,4,6,15,0,3,1,0
7901012,2,1,4,0,3,0,0
7901013,2,6,8,0,2,0,0
7901014,0,4,23,0,1,1,0
7901015,0,4,15,0,1,0,0
7901016,10,0,0,0,3,2,2
7901017,0,8,0,0,4,5,0
7901018,0,6,0,0,0,0,0
7901019,0,4,0,0,0,0,0
7901020,0,0,13,0,2,2,0
7901021,0,6,0,0,2,1,0
7901022,0,14,5,0,3,5,0
7901023,0,10,0,0,5,5,0
7901026,0,4,12,1,5,4,0
7901028,20,6,11,2,3,2,0
7901030,6,11,6,1,0,2,0
7901031,0,0,15,0,3,0,0
7901032,12,10,11,1,3,3,0
7901033,0,2,15,0,5,1,0
7901034,0,0,34,0,5,6,0
7901035,0,0,20,2,4,0,0
7901036,0,0,14,0,7,6,0
7901037,12,4,16,6,3,3,0
7901038,22,32,0,9,5,6,1
7901039,6,4,14,0,5,5,0
7901040,0,0,27,1,6,6,0
7901041,4,0,15,4,6,0,0
7901042,14,0,0,2,3,3,0
7901043,24,6,43,8,4,6,1
7901044,0,0,0,0,1,0,0
7901046,22,6,56,5,8,6,2
7901047,0,2,17,3,6,5,1
7901048,22,22,70,9,8,4,3
7901049,15,4,19,10,5,3,2
7901050,20,28,60,9,6,5,1
7901051,0,0,8,1,7,5,0
7901052,22,32,55,10,7,5,4
7901053,24,28,59,8,8,6,1
7901055,22,4,47,8,6,3,3
7901056,4,0,17,0,3,5,1
7931001,0,0,40,2,4,2,0
7931002,18,13,55,9,8,5,4
7931003,0,0,0,0,0,0,0
7931005,16,0,24,3,6,4,3
7931006,1,2,9,0,3,2,0
7931007,12,0,0,0,2,1,0
7931008,0,0,15,0,4,1,1
7931009,0,7,6,0,0,0,0
7931010,0,0,0,0,0,0,0
7931012,20,3,28,10,8,5,2
7931013,0,0,0,0,5,3,0
7931015,0,8,7,0,0,0,0
7931016,4,0,7,1,4,1,0
7931018,0,0,0,0,0,0,0
7931023,2,3,8,0,3,1,0
7931025,2,5,25,0,3,2,0
7931027,2,0,12,0,3,5,1
7931028,4,9,4,0,0,0,0
7931029,0,4,9,0,1,2,0
7931030,0,7,33,0,2,4,0
7931031,0,0,15,1,2,2,1
7931032,2,8,0,0,0,1,0
7931034,2,3,0,1,1,0,0
7931039,4,0,25,7,7,6,3
7931040,0,12,15,0,2,5,0
7931042,0,0,19,0,3,3,0
7931043,0,0,0,0,2,1,0
7931044,0,1,42,1,5,3,0
7931045,0,0,0,0,0,0,0
7931047,0,0,20,0,4,4,3
7931048,0,0,28,2,7,5,3
7931051,0,0,31,1,2,1,0
7931052,0,1,0,1,1,0,0
7931053,0,10,0,0,0,0,0
7931054,10,11,0,3,6,6,3
7931055,24,13,23,8,5,4,2
7931058,16,11,45,9,8,6,2
7931059,0,3,41,8,6,4,2
7931061,10,11,36,9,6,5,2
7931062,2,0,18,3,5,6,1
7931064,0,2,16,1,7,5,1
7931065,22,11,40,0,7,5,1
7931068,0,0,21,0,3,2,0
7931072,4,2,20,0,4,1,0
7931073,10,1,31,7,5,5,1
7931074,8,5,35,0,4,0,0
7931572,2,0,29,9,6,4,2
7931573,0,1,0,0,0,0,0
7931575,0,7,0,0,0,0,0
7951001,0,0,17,0,0,1,0
7951003,2,0,44,0,5,3,0
7951004,0,0,17,2,5,3,0
7951005,0,0,0,2,2,1,0
7951009,0,6,7,0,2,4,0
7951010,4,2,14,0,2,1,0
7951011,0,8,32,0,5,6,1
7951013,24,34,32,10,8,5,5
7951014,20,0,28,5,5,6,0
7951015,22,30,45,9,5,5,3
7951016,16,26,53,9,3,2,2
7951017,2,0,24,0,2,1,0
7951018,6,0,15,2,3,4,1
7951020,6,0,0,0,2,1,0
7951021,0,0,0,0,0,0,0
7951022,4,0,8,0,2,2,0
7951025,4,4,0,0,0,1,0
7951026,0,4,10,0,3,1,0
7951028,0,0,9,0,1,1,0
7951032,0,0,10,0,0,0,0
7951034,0,0,5,0,0,0,0
7951035,0,0,0,0,0,0,0
7951036,10,8,0,0,0,0,0
7951038,0,4,0,0,3,2,3
7951039,6,0,16,0,4,1,0
7951040,8,0,19,0,4,1,0
7951043,20,12,47,7,3,0,0
7951044,10,0,22,6,3,1,0
7951046,0,0,6,0,4,3,0
7951047,0,2,7,0,0,0,0
7951049,10,8,11,0,5,3,0
7951053,10,0,17,3,5,6,0
7951054,2,1,6,0,0,1,0
7951055,2,4,16,0,0,0,0
7951056,2,2,18,0,5,6,0
7951058,8,0,12,0,3,2,0
7951060,0,0,0,0,3,1,0
7951063,12,6,47,4,5,5,1
7951065,20,22,20,8,4,3,1
7951066,0,0,0,0,1,1,0
7951068,0,0,0,0,2,0,0
7951070,4,0,24,6,1,1,0
7951072,6,4,17,0,4,3,0
7951073,4,4,39,2,4,3,0
7951074,12,0,34,6,3,4,0
7951077,16,26,45,10,2,6,2
7951079,3,3,0,0,0,0,0
7951080,22,24,41,0,6,4,0
7951081,0,0,26,0,1,1,0
7951082,2,0,18,2,3,2,0
7951083,10,0,23,1,7,5,2
7951084,2,2,27,0,3,0,0
7951085,0,14,14,0,4,6,0
7951086,0,0,28,0,3,1,0
8561002,0,1,7,0,2,0,0
8561003,2,1,0,0,3,5,0
8561004,1,0,3,2,4,5,2
8561007,20,13,70,7,7,6,3
8561008,0,0,35,0,2,2,0
8561010,2,2,35,1,4,5,0
8561011,16,26,54,8,5,6,2
8561012,0,0,14,0,3,4,0
8561013,4,14,9,1,0,4,0
8561014,0,6,17,3,4,4,0
8561015,2,0,10,0,3,3,0
8561016,0,0,8,0,1,0,1
8561017,3,2,35,1,4,5,3
8561021,0,0,11,0,3,1,0
8561023,6,0,37,0,4,4,2
8561024,0,3,15,0,4,4,0
8561026,0,12,9,0,4,6,0
8561028,2,0,18,0,4,2,0
8561030,24,11,52,5,8,5,3
8561031,0,4,0,0,3,1,0
8561032,10,0,6,0,1,1,0
8561034,0,0,28,1,3,4,0
8561035,4,0,27,2,7,4,3
8561036,0,0,13,1,3,1,0
8561037,22,15,30,9,4,3,1
8561039,0,0,18,0,3,3,0
8561042,0,6,8,2,6,5,0
8561043,0,3,17,0,3,2,0
8561045,20,11,38,7,6,4,2
8561046,6,2,23,0,4,5,1
8561047,2,2,10,0,2,3,0
8561048,1,4,6,0,3,5,0
8561049,2,0,17,0,5,6,3
8561051,2,0,13,0,5,6,3
8561052,1,0,0,0,1,0,0
8561055,6,1,28,0,2,5,0
8561056,6,3,8,3,5,4,1
8561059,20,4,64,6,7,6,3
8561060,0,3,29,4,5,5,3
8561061,0,2,9,0,3,6,0
8561062,0,0,15,0,1,0,0
8561063,0,0,30,1,4,1,2
8561066,0,1,11,0,4,4,0
8561067,0,7,12,0,3,3,0
8561068,24,10,68,8,6,5,3
8561070,8,0,15,2,5,5,2
8561072,6,2,14,0,5,1,0
8561073,0,3,30,0,6,4,2
8561075,22,11,42,9,6,6,2
8561076,14,1,15,0,3,4,3
8561078,0,1,38,0,5,2,0
8571001,0,4,2,0,1,1,0
8571002,0,0,30,2,3,4,0
8571003,0,1,10,0,3,3,1
8571005,0,7,9,0,2,0,0
8571006,4,0,0,0,0,0,0
8571007,6,1,35,0,5,4,0
8571008,4,9,16,0,4,5,1
8571009,4,8,21,1,5,3,2
8571010,0,2,25,0,4,3,0
8571011,2,7,40,2,4,3,0
8571012,0,7,13,0,1,1,0
8571013,0,7,8,0,1,0,0
8571015,0,0,0,0,0,0,0
8571016,0,6,40,0,6,5,3
8571017,0,0,6,0,1,2,0
8571018,0,1,18,1,3,4,1
8571019,7,0,47,3,5,4,1
8571020,0,7,28,2,3,3,1
8571022,8,0,49,8,7,5,2
8571023,0,0,15,0,4,5,0
8571024,0,1,12,0,3,1,0
8571025,0,7,14,0,3,2,0
8571026,0,7,9,0,1,0,0
8571027,2,4,20,0,3,2,0
8571028,0,7,24,0,2,4,0
8571029,2,7,7,0,0,0,0
8571030,0,0,0,0,1,0,0
8571032,0,4,3,0,2,2,0
8571033,0,6,22,0,5,5,1
8571035,5,0,39,4,4,5,2
8571036,0,0,10,0,3,3,0
8571040,0,0,13,0,2,1,0
8571041,0,0,10,0,5,5,0
8571042,0,5,15,2,3,5,3
8571043,0,3,13,0,1,1,0
8571044,0,6,14,0,2,1,0
8571045,0,0,24,3,7,5,3
8571047,0,0,12,0,3,2,0
8571048,0,6,12,0,4,0,1
8571049,0,6,9,0,3,0,0
8571051,0,0,12,0,4,2,0
8581001,0,0,0,0,2,1,0
8581003,0,0,3,0,0,0,0
8581007,0,0,1,1,2,1,0
8581008,0,1,28,0,2,1,0
8581011,0,2,2,0,0,0,0
8581015,8,1,7,0,3,5,0
8581022,0,6,6,0,2,1,0
8581024,0,0,6,0,3,2,0
8581026,0,0,1,0,0,0,0
8581028,0,7,0,0,0,0,0
8581029,0,2,0,0,0,0,0
8581031,6,0,0,0,2,0,0
8581034,0,0,10,0,3,1,0
8581037,0,8,16,0,3,0,0
8581040,7,0,0,0,4,5,0
8581049,0,0,11,0,3,1,0
8581050,9,0,19,0,3,3,1
8581052,0,4,0,0,0,1,0
8581053,0,0,12,0,4,1,0
8581054,0,0,9,0,2,1,0
8581055,0,1,14,0,2,1,0
8581058,0,0,0,0,2,3,0
8581062,0,0,17,0,0,0,0
8581063,0,0,2,0,0,0,0
8581065,0,0,7,0,4,3,0
8581067,0,7,10,0,4,5,0
8581074,12,7,42,5,5,6,3
8581076,16,13,66,9,5,3,2
8581078,4,2,8,0,3,4,0
8581082,0,0,10,0,5,3,0
8581088,0,0,10,0,3,2,0
8581092,0,0,34,0,3,0,0
8581095,0,0,52,2,3,1,0
8581097,2,0,10,0,2,3,0
8581098,0,0,14,0,2,0,0
8581102,0,0,7,0,0,0,0
8581103,0,0,25,0,1,5,2
8581105,0,0,15,0,4,4,2
8581109,0,10,0,0,2,1,0
8581110,6,1,19,2,6,4,0
8581113,24,18,34,8,7,6,2
8581115,0,0,3,0,0,0,0
8581118,0,2,6,0,2,1,0
8581121,0,4,1,1,1,1,0
8581128,1,1,15,0,5,5,0
8581130,10,3,18,0,3,1,0
8581132,0,7,8,0,3,1,0
8581134,18,9,25,9,5,3,2
8581136,10,2,30,0,4,3,0
8581138,0,0,0,0,5,2,2
8581142,10,14,46,8,5,6,1
8581148,18,5,65,6,7,3,3
8581149,0,0,57,7,5,1,1
8581153,12,2,7,0,3,0,0
8581157,24,34,70,8,7,4,2
8581158,24,14,36,8,8,6,2
